disease,sample,cell_group,gene,evidence_tier,n_nuclei,mean_log2_cp10k_plus1,median_log2_cp10k_plus1,percent_expressing
CIAP,S08,Other_EC,CDH4,CIDP,365,0.0127079600417643,0,0.821917808219178
CIAP,S08,Pericyte_VSMC,CDH4,CIDP,639,0.0392630557604763,0,2.190923317683881
CIAP,S08,Perineurium,CDH4,CIDP,1878,0.0803289757282898,0,3.993610223642172
CIAP,S08,Repair_damage_SC,CDH4,CIDP,803,0.2507890865167364,0,11.207970112079702
CIAP,S08,T_NK,CDH4,CIDP,98,0.0477681196758389,0,3.061224489795918
CIAP,S08,Adipo,DIRAS1,CIDP,39,0,0,0
CIAP,S08,BNB_EC,DIRAS1,CIDP,178,0,0,0
CIAP,S08,B_cell,DIRAS1,CIDP,58,0,0,0
CIAP,S08,Endoneurial_stroma,DIRAS1,CIDP,1015,0,0,0
CIAP,S08,Epineurial_stroma,DIRAS1,CIDP,906,0,0,0
CIAP,S08,Granulocyte,DIRAS1,CIDP,2,0,0,0
CIAP,S08,Macrophage,DIRAS1,CIDP,467,0,0,0
CIAP,S08,Mast,DIRAS1,CIDP,46,0,0,0
CIAP,S08,Myelinating_SC,DIRAS1,CIDP,34,0,0,0
CIAP,S08,Nonmyelinating_SC,DIRAS1,CIDP,1592,0.0027888760807874,0,0.1256281407035175
CIAP,S08,Other_EC,DIRAS1,CIDP,365,0,0,0
CIAP,S08,Pericyte_VSMC,DIRAS1,CIDP,639,0,0,0
CIAP,S08,Perineurium,DIRAS1,CIDP,1878,0,0,0
CIAP,S08,Repair_damage_SC,DIRAS1,CIDP,803,0.0113358765216271,0,0.7471980074719801
CIAP,S08,T_NK,DIRAS1,CIDP,98,0,0,0
CIAP,S08,Adipo,GNG7,CIDP,39,0.2850748815790306,0,25.64102564102564
CIAP,S08,BNB_EC,GNG7,CIDP,178,0.2848232804811295,0,15.730337078651685
CIAP,S08,B_cell,GNG7,CIDP,58,2.280151251795369,2.497037724238929,74.13793103448276
CIAP,S08,Endoneurial_stroma,GNG7,CIDP,1015,0.0545117686330019,0,3.5467980295566504
CIAP,S08,Epineurial_stroma,GNG7,CIDP,906,0.0870375034200876,0,5.077262693156733
CIAP,S08,Granulocyte,GNG7,CIDP,2,0,0,0
CIAP,S08,Macrophage,GNG7,CIDP,467,0.774005373024195,0,28.90792291220557
CIAP,S08,Mast,GNG7,CIDP,46,0.2731263256967585,0,10.869565217391305
CIAP,S08,Myelinating_SC,GNG7,CIDP,34,0.0193486502593541,0,2.941176470588235
CIAP,S08,Nonmyelinating_SC,GNG7,CIDP,1592,0.1726318158572092,0,7.977386934673366
CIAP,S08,Other_EC,GNG7,CIDP,365,0.2726016191577036,0,12.876712328767123
CIAP,S08,Pericyte_VSMC,GNG7,CIDP,639,0.0882965952010505,0,4.225352112676056
CIAP,S08,Perineurium,GNG7,CIDP,1878,0.1768884745512471,0,10.170394036208732
CIAP,S08,Repair_damage_SC,GNG7,CIDP,803,0.3008482502933667,0,14.570361145703613
CIAP,S08,T_NK,GNG7,CIDP,98,0.0619260669717416,0,3.061224489795918
CIAP,S08,Adipo,SLC39A3,CIDP,39,0,0,0
CIAP,S08,BNB_EC,SLC39A3,CIDP,178,0,0,0
CIAP,S08,B_cell,SLC39A3,CIDP,58,0,0,0
CIAP,S08,Endoneurial_stroma,SLC39A3,CIDP,1015,0.022734007027499,0,1.477832512315271
CIAP,S08,Epineurial_stroma,SLC39A3,CIDP,906,0.0080492665158326,0,0.6622516556291391
CIAP,S08,Granulocyte,SLC39A3,CIDP,2,0,0,0
CIAP,S08,Macrophage,SLC39A3,CIDP,467,0.0174147217795449,0,1.070663811563169
CIAP,S08,Mast,SLC39A3,CIDP,46,0,0,0
CIAP,S08,Myelinating_SC,SLC39A3,CIDP,34,0.0491280940758895,0,2.941176470588235
CIAP,S08,Nonmyelinating_SC,SLC39A3,CIDP,1592,0.0137875325216661,0,0.8165829145728644
CIAP,S08,Other_EC,SLC39A3,CIDP,365,0.0131824854055186,0,0.821917808219178
CIAP,S08,Pericyte_VSMC,SLC39A3,CIDP,639,0.0121377397598209,0,0.7824726134585289
CIAP,S08,Perineurium,SLC39A3,CIDP,1878,0.0199483684297076,0,1.3312034078807242
CIAP,S08,Repair_damage_SC,SLC39A3,CIDP,803,0.0222057274943707,0,1.36986301369863
CIAP,S08,T_NK,SLC39A3,CIDP,98,0,0,0
CIAP,S08,Adipo,DGKQ,Inflammatory_polyneuropathy,39,0.04116059227712,0,5.128205128205128
CIAP,S08,BNB_EC,DGKQ,Inflammatory_polyneuropathy,178,0.0333106733695221,0,2.247191011235955
CIAP,S08,B_cell,DGKQ,Inflammatory_polyneuropathy,58,0.1412982666319757,0,6.896551724137931
CIAP,S08,Endoneurial_stroma,DGKQ,Inflammatory_polyneuropathy,1015,0.0747498663049699,0,4.827586206896552
CIAP,S08,Epineurial_stroma,DGKQ,Inflammatory_polyneuropathy,906,0.0334294156033778,0,2.3178807947019866
CIAP,S08,Granulocyte,DGKQ,Inflammatory_polyneuropathy,2,0,0,0
CIAP,S08,Macrophage,DGKQ,Inflammatory_polyneuropathy,467,0.068453596685053,0,3.426124197002141
CIAP,S08,Mast,DGKQ,Inflammatory_polyneuropathy,46,0.0715845633665578,0,4.3478260869565215
CIAP,S08,Myelinating_SC,DGKQ,Inflammatory_polyneuropathy,34,0.0427125315091661,0,5.88235294117647
CIAP,S08,Nonmyelinating_SC,DGKQ,Inflammatory_polyneuropathy,1592,0.0219091291445575,0,1.256281407035176
CIAP,S08,Other_EC,DGKQ,Inflammatory_polyneuropathy,365,0.0687326205497887,0,3.5616438356164384
CIAP,S08,Pericyte_VSMC,DGKQ,Inflammatory_polyneuropathy,639,0.0595042488348237,0,3.286384976525822
CIAP,S08,Perineurium,DGKQ,Inflammatory_polyneuropathy,1878,0.0356191861163322,0,2.023429179978701
CIAP,S08,Repair_damage_SC,DGKQ,Inflammatory_polyneuropathy,803,0.0263891163837409,0,1.61892901618929
CIAP,S08,T_NK,DGKQ,Inflammatory_polyneuropathy,98,0.070105958795912,0,3.061224489795918
CIAP,S08,Adipo,GLDC,Inflammatory_polyneuropathy,39,0,0,0
CIAP,S08,BNB_EC,GLDC,Inflammatory_polyneuropathy,178,0.0329550301434593,0,1.6853932584269662
CIAP,S08,B_cell,GLDC,Inflammatory_polyneuropathy,58,0.3234216764760203,0,12.06896551724138
CIAP,S08,Endoneurial_stroma,GLDC,Inflammatory_polyneuropathy,1015,0.0074459103037483,0,0.5911330049261084
CIAP,S08,Epineurial_stroma,GLDC,Inflammatory_polyneuropathy,906,0.008756524521807,0,0.6622516556291391
CIAP,S08,Granulocyte,GLDC,Inflammatory_polyneuropathy,2,0,0,0
CIAP,S08,Macrophage,GLDC,Inflammatory_polyneuropathy,467,0.0141341671744044,0,0.8565310492505354
CIAP,S08,Mast,GLDC,Inflammatory_polyneuropathy,46,0,0,0
CIAP,S08,Myelinating_SC,GLDC,Inflammatory_polyneuropathy,34,1.0146465170700545,0,47.05882352941176
CIAP,S08,Nonmyelinating_SC,GLDC,Inflammatory_polyneuropathy,1592,0.0771848495629153,0,3.894472361809045
CIAP,S08,Other_EC,GLDC,Inflammatory_polyneuropathy,365,0.027170178462617,0,1.36986301369863
CIAP,S08,Pericyte_VSMC,GLDC,Inflammatory_polyneuropathy,639,0.0143978009951956,0,0.7824726134585289
CIAP,S08,Perineurium,GLDC,Inflammatory_polyneuropathy,1878,0.0080592156572649,0,0.5857294994675186
CIAP,S08,Repair_damage_SC,GLDC,Inflammatory_polyneuropathy,803,0.349031340022281,0,16.43835616438356
CIAP,S08,T_NK,GLDC,Inflammatory_polyneuropathy,98,0,0,0
CIAP,S08,Adipo,IDUA,Inflammatory_polyneuropathy,39,0.1284107216156139,0,12.82051282051282
CIAP,S08,BNB_EC,IDUA,Inflammatory_polyneuropathy,178,0.1233664507038447,0,6.741573033707865
CIAP,S08,B_cell,IDUA,Inflammatory_polyneuropathy,58,0.069001366437769,0,3.4482758620689653
CIAP,S08,Endoneurial_stroma,IDUA,Inflammatory_polyneuropathy,1015,0.1007398147611401,0,6.305418719211822
CIAP,S08,Epineurial_stroma,IDUA,Inflammatory_polyneuropathy,906,0.0689915405624671,0,4.083885209713024
CIAP,S08,Granulocyte,IDUA,Inflammatory_polyneuropathy,2,0,0,0
CIAP,S08,Macrophage,IDUA,Inflammatory_polyneuropathy,467,0.1495750016464215,0,6.852248394004283
CIAP,S08,Mast,IDUA,Inflammatory_polyneuropathy,46,0.1030476272610159,0,4.3478260869565215
CIAP,S08,Myelinating_SC,IDUA,Inflammatory_polyneuropathy,34,0.3334110367272603,0,26.47058823529412
CIAP,S08,Nonmyelinating_SC,IDUA,Inflammatory_polyneuropathy,1592,0.0515772454797913,0,2.8894472361809047
CIAP,S08,Other_EC,IDUA,Inflammatory_polyneuropathy,365,0.0655118705991596,0,3.5616438356164384
CIAP,S08,Pericyte_VSMC,IDUA,Inflammatory_polyneuropathy,639,0.0341251786862101,0,2.0344287949921758
CIAP,S08,Perineurium,IDUA,Inflammatory_polyneuropathy,1878,0.0515313492271325,0,3.08839190628328
CIAP,S08,Repair_damage_SC,IDUA,Inflammatory_polyneuropathy,803,0.0352209431663857,0,2.1170610211706102
CIAP,S08,T_NK,IDUA,Inflammatory_polyneuropathy,98,0.0519311598899301,0,2.0408163265306123
CIAP,S08,Adipo,SLAMF9,Inflammatory_polyneuropathy,39,0,0,0
CIAP,S08,BNB_EC,SLAMF9,Inflammatory_polyneuropathy,178,0,0,0
CIAP,S08,B_cell,SLAMF9,Inflammatory_polyneuropathy,58,0,0,0
CIAP,S08,Endoneurial_stroma,SLAMF9,Inflammatory_polyneuropathy,1015,0,0,0
CIAP,S08,Epineurial_stroma,SLAMF9,Inflammatory_polyneuropathy,906,0,0,0
CIAP,S08,Granulocyte,SLAMF9,Inflammatory_polyneuropathy,2,0,0,0
CIAP,S08,Macrophage,SLAMF9,Inflammatory_polyneuropathy,467,0,0,0
CIAP,S08,Mast,SLAMF9,Inflammatory_polyneuropathy,46,0,0,0
CIAP,S08,Myelinating_SC,SLAMF9,Inflammatory_polyneuropathy,34,0,0,0
CIAP,S08,Nonmyelinating_SC,SLAMF9,Inflammatory_polyneuropathy,1592,0,0,0
CIAP,S08,Other_EC,SLAMF9,Inflammatory_polyneuropathy,365,0,0,0
CIAP,S08,Pericyte_VSMC,SLAMF9,Inflammatory_polyneuropathy,639,0,0,0
CIAP,S08,Perineurium,SLAMF9,Inflammatory_polyneuropathy,1878,0,0,0
CIAP,S08,Repair_damage_SC,SLAMF9,Inflammatory_polyneuropathy,803,0,0,0
CIAP,S08,T_NK,SLAMF9,Inflammatory_polyneuropathy,98,0,0,0
CIAP,S08,Adipo,TMEM175,Inflammatory_polyneuropathy,39,0.1258748518951959,0,12.82051282051282
CIAP,S08,BNB_EC,TMEM175,Inflammatory_polyneuropathy,178,0.1458267951297995,0,8.426966292134832
CIAP,S08,B_cell,TMEM175,Inflammatory_polyneuropathy,58,0.1944208499082341,0,10.344827586206897
CIAP,S08,Endoneurial_stroma,TMEM175,Inflammatory_polyneuropathy,1015,0.1929328516023893,0,11.921182266009852
CIAP,S08,Epineurial_stroma,TMEM175,Inflammatory_polyneuropathy,906,0.1544691703121549,0,8.940397350993377
CIAP,S08,Granulocyte,TMEM175,Inflammatory_polyneuropathy,2,0,0,0
CIAP,S08,Macrophage,TMEM175,Inflammatory_polyneuropathy,467,0.1892707283106208,0,8.565310492505352
CIAP,S08,Mast,TMEM175,Inflammatory_polyneuropathy,46,0.0464936590621266,0,2.1739130434782608
CIAP,S08,Myelinating_SC,TMEM175,Inflammatory_polyneuropathy,34,0.0630600699017563,0,5.88235294117647
CIAP,S08,Nonmyelinating_SC,TMEM175,Inflammatory_polyneuropathy,1592,0.1088755817631434,0,5.402010050251256
CIAP,S08,Other_EC,TMEM175,Inflammatory_polyneuropathy,365,0.0787740617422111,0,4.383561643835616
CIAP,S08,Pericyte_VSMC,TMEM175,Inflammatory_polyneuropathy,639,0.111562797198785,0,6.259780907668231
CIAP,S08,Perineurium,TMEM175,Inflammatory_polyneuropathy,1878,0.1284185523864094,0,7.348242811501597
CIAP,S08,Repair_damage_SC,TMEM175,Inflammatory_polyneuropathy,803,0.0986426466242566,0,6.351183063511831
CIAP,S08,T_NK,TMEM175,Inflammatory_polyneuropathy,98,0.1593264562926826,0,7.142857142857142
CIAP,S08,Adipo,DCTN1,Inflammatory_polyneuropathy,39,0.092162564117209,0,15.384615384615383
CIAP,S08,BNB_EC,DCTN1,Inflammatory_polyneuropathy,178,0.0711647767191615,0,3.932584269662921
CIAP,S08,B_cell,DCTN1,Inflammatory_polyneuropathy,58,0.0310374784007935,0,1.7241379310344829
CIAP,S08,Endoneurial_stroma,DCTN1,Inflammatory_polyneuropathy,1015,0.1460884547949854,0,9.655172413793103
CIAP,S08,Epineurial_stroma,DCTN1,Inflammatory_polyneuropathy,906,0.1279989986213434,0,8.27814569536424
CIAP,S08,Granulocyte,DCTN1,Inflammatory_polyneuropathy,2,0.6800844958892167,0.6800844958892167,50
CIAP,S08,Macrophage,DCTN1,Inflammatory_polyneuropathy,467,0.0894302671594515,0,5.353319057815846
CIAP,S08,Mast,DCTN1,Inflammatory_polyneuropathy,46,0.1119821184567467,0,6.521739130434782
CIAP,S08,Myelinating_SC,DCTN1,Inflammatory_polyneuropathy,34,0.269681643102959,0,23.52941176470588
CIAP,S08,Nonmyelinating_SC,DCTN1,Inflammatory_polyneuropathy,1592,0.1701728375818492,0,8.542713567839195
CIAP,S08,Other_EC,DCTN1,Inflammatory_polyneuropathy,365,0.1413154770734334,0,8.493150684931507
CIAP,S08,Pericyte_VSMC,DCTN1,Inflammatory_polyneuropathy,639,0.2127156929791657,0,10.954616588419404
CIAP,S08,Perineurium,DCTN1,Inflammatory_polyneuropathy,1878,0.1641185612156263,0,9.531416400425986
CIAP,S08,Repair_damage_SC,DCTN1,Inflammatory_polyneuropathy,803,0.230252658617801,0,12.702366127023662
CIAP,S08,T_NK,DCTN1,Inflammatory_polyneuropathy,98,0.1297112374808258,0,6.122448979591836
CIAP,S08,Adipo,ME1,Inflammatory_polyneuropathy,39,1.1253970522726768,1.257214124515831,56.41025641025641
CIAP,S08,BNB_EC,ME1,Inflammatory_polyneuropathy,178,0.0063911766647958,0,0.5617977528089888
CIAP,S08,B_cell,ME1,Inflammatory_polyneuropathy,58,0.1716011655214586,0,5.172413793103448
CIAP,S08,Endoneurial_stroma,ME1,Inflammatory_polyneuropathy,1015,0.601576598586445,0,30.147783251231523
CIAP,S08,Epineurial_stroma,ME1,Inflammatory_polyneuropathy,906,0.5078142117740456,0,24.17218543046358
CIAP,S08,Granulocyte,ME1,Inflammatory_polyneuropathy,2,0,0,0
CIAP,S08,Macrophage,ME1,Inflammatory_polyneuropathy,467,1.2327443654336798,0,38.75802997858672
CIAP,S08,Mast,ME1,Inflammatory_polyneuropathy,46,0.0622155850143435,0,4.3478260869565215
CIAP,S08,Myelinating_SC,ME1,Inflammatory_polyneuropathy,34,0.5074855458373998,0,26.47058823529412
CIAP,S08,Nonmyelinating_SC,ME1,Inflammatory_polyneuropathy,1592,0.0194096698613416,0,1.3819095477386936
CIAP,S08,Other_EC,ME1,Inflammatory_polyneuropathy,365,0.0095951260930205,0,0.547945205479452
CIAP,S08,Pericyte_VSMC,ME1,Inflammatory_polyneuropathy,639,0.1335175153194933,0,6.572769953051644
CIAP,S08,Perineurium,ME1,Inflammatory_polyneuropathy,1878,0.4268349282650864,0,20.287539936102235
CIAP,S08,Repair_damage_SC,ME1,Inflammatory_polyneuropathy,803,0.1256531332325136,0,8.21917808219178
CIAP,S08,T_NK,ME1,Inflammatory_polyneuropathy,98,0.0455988853972909,0,1.020408163265306
CIAP,S09,Adipo,CDH4,CIDP,147,0.044728216813411,0,4.761904761904762
CIAP,S09,BNB_EC,CDH4,CIDP,152,0.0100284660950721,0,0.6578947368421052
CIAP,S09,B_cell,CDH4,CIDP,6,0,0,0
CIAP,S09,Endoneurial_stroma,CDH4,CIDP,1226,0.1159352497782861,0,5.30179445350734
CIAP,S09,Epineurial_stroma,CDH4,CIDP,1220,0.1647440827309571,0,7.62295081967213
CIAP,S09,Granulocyte,CDH4,CIDP,7,0,0,0
CIAP,S09,Macrophage,CDH4,CIDP,335,0.0229672670483427,0,1.1940298507462688
CIAP,S09,Mast,CDH4,CIDP,24,0.0923798949706572,0,4.166666666666666
CIAP,S09,Myelinating_SC,CDH4,CIDP,288,0.1473138361189069,0,5.902777777777778
CIAP,S09,Nonmyelinating_SC,CDH4,CIDP,2203,0.1593587487040581,0,6.173399909214707
CIAP,S09,Other_EC,CDH4,CIDP,869,0.0074086432969714,0,0.5753739930955121
CIAP,S09,Pericyte_VSMC,CDH4,CIDP,1354,0.0008931691443331,0,0.0738552437223042
CIAP,S09,Perineurium,CDH4,CIDP,2354,0.021442893356321,0,1.4018691588785046
CIAP,S09,Repair_damage_SC,CDH4,CIDP,132,0.1084367929555123,0,7.575757575757576
CIAP,S09,T_NK,CDH4,CIDP,71,0.0453156844614281,0,2.8169014084507045
CIAP,S09,Adipo,DIRAS1,CIDP,147,0,0,0
CIAP,S09,BNB_EC,DIRAS1,CIDP,152,0,0,0
CIAP,S09,B_cell,DIRAS1,CIDP,6,0,0,0
CIAP,S09,Endoneurial_stroma,DIRAS1,CIDP,1226,0,0,0
CIAP,S09,Epineurial_stroma,DIRAS1,CIDP,1220,0,0,0
CIAP,S09,Granulocyte,DIRAS1,CIDP,7,0,0,0
CIAP,S09,Macrophage,DIRAS1,CIDP,335,0,0,0
CIAP,S09,Mast,DIRAS1,CIDP,24,0,0,0
CIAP,S09,Myelinating_SC,DIRAS1,CIDP,288,0.0043429660510634,0,0.3472222222222222
CIAP,S09,Nonmyelinating_SC,DIRAS1,CIDP,2203,0.0018795694782173,0,0.0453926463912846
CIAP,S09,Other_EC,DIRAS1,CIDP,869,0,0,0
CIAP,S09,Pericyte_VSMC,DIRAS1,CIDP,1354,0.0013373050583188,0,0.0738552437223042
CIAP,S09,Perineurium,DIRAS1,CIDP,2354,0,0,0
CIAP,S09,Repair_damage_SC,DIRAS1,CIDP,132,0,0,0
CIAP,S09,T_NK,DIRAS1,CIDP,71,0,0,0
CIAP,S09,Adipo,GNG7,CIDP,147,0.1764755538173772,0,14.965986394557824
CIAP,S09,BNB_EC,GNG7,CIDP,152,0.2608730845795475,0,9.210526315789473
CIAP,S09,B_cell,GNG7,CIDP,6,3.101536351023097,2.973333841239282,100
CIAP,S09,Endoneurial_stroma,GNG7,CIDP,1226,0.0293815001836835,0,1.7128874388254487
CIAP,S09,Epineurial_stroma,GNG7,CIDP,1220,0.0643731574416277,0,3.278688524590164
CIAP,S09,Granulocyte,GNG7,CIDP,7,0,0,0
CIAP,S09,Macrophage,GNG7,CIDP,335,0.6854987758905212,0,24.776119402985078
CIAP,S09,Mast,GNG7,CIDP,24,0.1420109973190892,0,8.333333333333332
CIAP,S09,Myelinating_SC,GNG7,CIDP,288,0.0385128508094258,0,2.083333333333333
CIAP,S09,Nonmyelinating_SC,GNG7,CIDP,2203,0.0592978424591948,0,2.7689514298683613
CIAP,S09,Other_EC,GNG7,CIDP,869,0.2072705956127327,0,9.5512082853855
CIAP,S09,Pericyte_VSMC,GNG7,CIDP,1354,0.1077575181327749,0,4.579025110782865
CIAP,S09,Perineurium,GNG7,CIDP,2354,0.1613135297170605,0,9.345794392523365
CIAP,S09,Repair_damage_SC,GNG7,CIDP,132,0.2049135277435555,0,18.181818181818183
CIAP,S09,T_NK,GNG7,CIDP,71,0.1589708596099429,0,7.042253521126761
CIAP,S09,Adipo,SLC39A3,CIDP,147,0.0183631657307569,0,1.3605442176870748
CIAP,S09,BNB_EC,SLC39A3,CIDP,152,0,0,0
CIAP,S09,B_cell,SLC39A3,CIDP,6,0,0,0
CIAP,S09,Endoneurial_stroma,SLC39A3,CIDP,1226,0.0067208528380287,0,0.4078303425774877
CIAP,S09,Epineurial_stroma,SLC39A3,CIDP,1220,0.0105563660956092,0,0.5737704918032787
CIAP,S09,Granulocyte,SLC39A3,CIDP,7,0,0,0
CIAP,S09,Macrophage,SLC39A3,CIDP,335,0.0034263618823632,0,0.2985074626865672
CIAP,S09,Mast,SLC39A3,CIDP,24,0,0,0
CIAP,S09,Myelinating_SC,SLC39A3,CIDP,288,0.019691476893549,0,1.0416666666666663
CIAP,S09,Nonmyelinating_SC,SLC39A3,CIDP,2203,0.0079758707569886,0,0.4085338175215615
CIAP,S09,Other_EC,SLC39A3,CIDP,869,0.0150623432149045,0,0.6904487917146145
CIAP,S09,Pericyte_VSMC,SLC39A3,CIDP,1354,0.0051284726120218,0,0.2954209748892171
CIAP,S09,Perineurium,SLC39A3,CIDP,2354,0.0119043609433363,0,0.8496176720475787
CIAP,S09,Repair_damage_SC,SLC39A3,CIDP,132,0.0115607747899014,0,1.5151515151515151
CIAP,S09,T_NK,SLC39A3,CIDP,71,0.0304146126217182,0,1.4084507042253522
CIAP,S09,Adipo,DGKQ,Inflammatory_polyneuropathy,147,0.0758073007432152,0,5.442176870748299
CIAP,S09,BNB_EC,DGKQ,Inflammatory_polyneuropathy,152,0,0,0
CIAP,S09,B_cell,DGKQ,Inflammatory_polyneuropathy,6,0,0,0
CIAP,S09,Endoneurial_stroma,DGKQ,Inflammatory_polyneuropathy,1226,0.0420073292493522,0,2.202283849918434
CIAP,S09,Epineurial_stroma,DGKQ,Inflammatory_polyneuropathy,1220,0.0291564590953044,0,1.557377049180328
CIAP,S09,Granulocyte,DGKQ,Inflammatory_polyneuropathy,7,0,0,0
CIAP,S09,Macrophage,DGKQ,Inflammatory_polyneuropathy,335,0.0823984391732989,0,2.985074626865672
CIAP,S09,Mast,DGKQ,Inflammatory_polyneuropathy,24,0,0,0
CIAP,S09,Myelinating_SC,DGKQ,Inflammatory_polyneuropathy,288,0.0461877869571839,0,2.083333333333333
CIAP,S09,Nonmyelinating_SC,DGKQ,Inflammatory_polyneuropathy,2203,0.0078714700014923,0,0.3177485247389923
CIAP,S09,Other_EC,DGKQ,Inflammatory_polyneuropathy,869,0.0408526367348313,0,1.9562715765247407
CIAP,S09,Pericyte_VSMC,DGKQ,Inflammatory_polyneuropathy,1354,0.0106605831258622,0,0.51698670605613
CIAP,S09,Perineurium,DGKQ,Inflammatory_polyneuropathy,2354,0.016436256861815,0,0.9770603228547154
CIAP,S09,Repair_damage_SC,DGKQ,Inflammatory_polyneuropathy,132,0.0249744413186181,0,2.272727272727273
CIAP,S09,T_NK,DGKQ,Inflammatory_polyneuropathy,71,0.1406052748750368,0,5.633802816901409
CIAP,S09,Adipo,GLDC,Inflammatory_polyneuropathy,147,0.0214970860819698,0,2.0408163265306123
CIAP,S09,BNB_EC,GLDC,Inflammatory_polyneuropathy,152,0.0067465275105733,0,0.6578947368421052
CIAP,S09,B_cell,GLDC,Inflammatory_polyneuropathy,6,0,0,0
CIAP,S09,Endoneurial_stroma,GLDC,Inflammatory_polyneuropathy,1226,0.0128421481558226,0,0.734094616639478
CIAP,S09,Epineurial_stroma,GLDC,Inflammatory_polyneuropathy,1220,0.0096356113391756,0,0.4918032786885246
CIAP,S09,Granulocyte,GLDC,Inflammatory_polyneuropathy,7,0,0,0
CIAP,S09,Macrophage,GLDC,Inflammatory_polyneuropathy,335,0.0109736605107903,0,0.5970149253731344
CIAP,S09,Mast,GLDC,Inflammatory_polyneuropathy,24,0.1034440657894341,0,4.166666666666666
CIAP,S09,Myelinating_SC,GLDC,Inflammatory_polyneuropathy,288,1.455334575627134,0,49.65277777777778
CIAP,S09,Nonmyelinating_SC,GLDC,Inflammatory_polyneuropathy,2203,0.031015079740444,0,1.407172038129823
CIAP,S09,Other_EC,GLDC,Inflammatory_polyneuropathy,869,0.033395666271234,0,1.380897583429229
CIAP,S09,Pericyte_VSMC,GLDC,Inflammatory_polyneuropathy,1354,0.0030888981294401,0,0.1477104874446085
CIAP,S09,Perineurium,GLDC,Inflammatory_polyneuropathy,2354,0.002193235241204,0,0.1274426508071368
CIAP,S09,Repair_damage_SC,GLDC,Inflammatory_polyneuropathy,132,0.1418695718520665,0,9.090909090909092
CIAP,S09,T_NK,GLDC,Inflammatory_polyneuropathy,71,0,0,0
CIAP,S09,Adipo,IDUA,Inflammatory_polyneuropathy,147,0.0215228657875533,0,2.7210884353741496
CIAP,S09,BNB_EC,IDUA,Inflammatory_polyneuropathy,152,0.0273165726156589,0,1.3157894736842104
CIAP,S09,B_cell,IDUA,Inflammatory_polyneuropathy,6,0,0,0
CIAP,S09,Endoneurial_stroma,IDUA,Inflammatory_polyneuropathy,1226,0.0556741187211691,0,2.691680261011419
CIAP,S09,Epineurial_stroma,IDUA,Inflammatory_polyneuropathy,1220,0.026131698726297,0,1.475409836065574
CIAP,S09,Granulocyte,IDUA,Inflammatory_polyneuropathy,7,0,0,0
CIAP,S09,Macrophage,IDUA,Inflammatory_polyneuropathy,335,0.114777656739121,0,4.179104477611941
CIAP,S09,Mast,IDUA,Inflammatory_polyneuropathy,24,0.0909100000705327,0,4.166666666666666
CIAP,S09,Myelinating_SC,IDUA,Inflammatory_polyneuropathy,288,0.0442238146291619,0,2.430555555555556
CIAP,S09,Nonmyelinating_SC,IDUA,Inflammatory_polyneuropathy,2203,0.0288741191026675,0,1.2709940989559692
CIAP,S09,Other_EC,IDUA,Inflammatory_polyneuropathy,869,0.0420534074971918,0,2.3014959723820483
CIAP,S09,Pericyte_VSMC,IDUA,Inflammatory_polyneuropathy,1354,0.0065173161225387,0,0.3692762186115214
CIAP,S09,Perineurium,IDUA,Inflammatory_polyneuropathy,2354,0.0192671882934594,0,1.104502973661852
CIAP,S09,Repair_damage_SC,IDUA,Inflammatory_polyneuropathy,132,0.103721863513201,0,5.303030303030303
CIAP,S09,T_NK,IDUA,Inflammatory_polyneuropathy,71,0,0,0
CIAP,S09,Adipo,SLAMF9,Inflammatory_polyneuropathy,147,0,0,0
CIAP,S09,BNB_EC,SLAMF9,Inflammatory_polyneuropathy,152,0,0,0
CIAP,S09,B_cell,SLAMF9,Inflammatory_polyneuropathy,6,0,0,0
CIAP,S09,Endoneurial_stroma,SLAMF9,Inflammatory_polyneuropathy,1226,0,0,0
CIAP,S09,Epineurial_stroma,SLAMF9,Inflammatory_polyneuropathy,1220,0,0,0
CIAP,S09,Granulocyte,SLAMF9,Inflammatory_polyneuropathy,7,0,0,0
CIAP,S09,Macrophage,SLAMF9,Inflammatory_polyneuropathy,335,0,0,0
CIAP,S09,Mast,SLAMF9,Inflammatory_polyneuropathy,24,0,0,0
CIAP,S09,Myelinating_SC,SLAMF9,Inflammatory_polyneuropathy,288,0,0,0
CIAP,S09,Nonmyelinating_SC,SLAMF9,Inflammatory_polyneuropathy,2203,0,0,0
CIAP,S09,Other_EC,SLAMF9,Inflammatory_polyneuropathy,869,0,0,0
CIAP,S09,Pericyte_VSMC,SLAMF9,Inflammatory_polyneuropathy,1354,0,0,0
CIAP,S09,Perineurium,SLAMF9,Inflammatory_polyneuropathy,2354,0,0,0
CIAP,S09,Repair_damage_SC,SLAMF9,Inflammatory_polyneuropathy,132,0,0,0
CIAP,S09,T_NK,SLAMF9,Inflammatory_polyneuropathy,71,0,0,0
CIAP,S09,Adipo,TMEM175,Inflammatory_polyneuropathy,147,0.0980274716558406,0,8.16326530612245
CIAP,S09,BNB_EC,TMEM175,Inflammatory_polyneuropathy,152,0.1017206133777982,0,5.263157894736842
CIAP,S09,B_cell,TMEM175,Inflammatory_polyneuropathy,6,0,0,0
CIAP,S09,Endoneurial_stroma,TMEM175,Inflammatory_polyneuropathy,1226,0.1628818375183429,0,7.830342577487764
